OrderID,CustomerID,OrderDate,Area,ActualTime,Sentiment,Sentiment_Score,Review,Total_Amount,Delivery_Status,Prep_Time,Transit_Time
ORD102784,CUST417,2026-01-07,SohnaRoad,26,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,,Cancelled,10,16
ORD102785,CUST1722,2025-12-17,Golf Course Rd,18,Positive,0.3,Good quality products and very reliable service for daily needs.,1506.42,Delivered,9,9
ORD102786,CUST1128,2025-11-06,GCR,29 mins,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",167.84,Delivered,7,10
ORD102787,,2025-12-30,Phase 3 DLF,29,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",1245.18,Cancelled,4,16
ORD102788,CUST1617,2025-12-25,Cyber Hub GGN,19,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,915.35,Cancelled,8,11
ORD102789,CUST1307,2025-11-14,GCR,34,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,1634.98,Cancelled,9,19
ORD102790,CUST275,2025-10-23,Sohna-Rd,21,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",1881.48,Cancelled,6,15
ORD102791,CUST1442,2026-01-01,Golf Course Road,7,Positive,0.5,"Excellent service, the delivery was incredibly fast and items were fresh.",2397.59,Returned,2,5
ORD102792,CUST688,2025-12-01,Sec-45,7,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",1825.39,Returned,2,5
ORD102793,CUST1957,2025-11-06,Cyber Hub GGN,13,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,1815.62,Cancelled,8,5
ORD102794,CUST1537,2025-12-30,G.C. Road,33,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",2156.42,Returned,7,16
ORD102795,CUST743,2025-11-30,Cyber-Hub,20,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",1047.85,Returned,6,14
ORD102796,CUST209,2025-12-03,Cyber Hub GGN,25,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",,Refunded,9,16
ORD102797,CUST1455,2026-01-02,S. 45,Delayed,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1004.72,Cancelled,4,6
ORD102798,CUST1362,01/01/2026,Cyber Hub GGN,25,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,2332.41,Cancelled,10,15
ORD102799,CUST1124,2026-01-11,GolfCourse Rd,14,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",1108.31,Returned,3,11
ORD102800,CUST1485,2025-10-26,Sohna Road,14,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",1714.67,Cancelled,6,8
ORD102801,CUST1145,2026-01-03,SohnaRoad,11,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",517.75,Returned,4,7
ORD102802,CUST1810,2025-10-29,GolfCourse Rd,14,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",619.34,Returned,2,12
ORD102803,CUST560,2026-01-11,Sector 45,11,Positive,0.3,Good quality products and very reliable service for daily needs.,1940.23,Cancelled,4,7
ORD102804,CUST52,12/11/2025,Shna Rd,10,Positive,0.5,"Excellent service, the delivery was incredibly fast and items were fresh.",1534.26,Cancelled,5,5
ORD102805,CUST91,2026-01-07,Cyber Hub,33 mins,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,2444.79,Cancelled,9,17
ORD102806,CUST1319,2025-12-20,Cyber Hub GGN,28 mins,Positive,0.5,"Excellent service, the delivery was incredibly fast and items were fresh.",246.98,Refunded,3,16
ORD102807,CUST1100,2025-12-08,G.C. Road,16,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",2045.51,Delivered,8,8
ORD102808,CUST1927,2026-01-04,Sec-45,26,Positive,0.5,"Excellent service, the delivery was incredibly fast and items were fresh.",481.42,Returned,7,14
ORD102809,,2026-01-12,Sec-45,37,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,1758.08,Returned,10,12
ORD102810,CUST1742,2025-10-26,Sector 45,26,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",2061.39,Returned,3,17
ORD102811,CUST1067,2025-12-22,Sector45,17,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",1584.21,Cancelled,7,10
ORD102812,CUST896,2025-11-22,Golf Course Rd,18,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,253.06,Cancelled,4,14
ORD102813,CUST1160,2025-11-13,GCR,12,Positive,0.3,Good quality products and very reliable service for daily needs.,1101.34,Delivered,4,8
ORD102814,CUST1682,2025-12-04,Sec-45,36,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,196.77,Returned,8,16
ORD102815,CUST141,2025-11-21,Phase 3 DLF,28,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",1203.43,Returned,10,18
ORD102816,CUST1380,2026-01-01,Sec-45,21,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,272.56,Refunded,3,18
ORD102817,,2025-11-30,Sec-45,10,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,1899.16,Cancelled,2,8
ORD102818,,2025-12-17,GCR,Delayed,Positive,0.5,"Excellent service, the delivery was incredibly fast and items were fresh.",1702.93,Returned,8,5
ORD102819,CUST134,2025-12-06,DLF Ph 3,22,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",1023.33,Returned,3,19
ORD102820,CUST1977,2025-11-01,Cyber Hub GGN,23,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",1381.46,Returned,6,17
ORD102821,CUST602,2025-11-09,G.C. Road,37,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",774.83,Returned,6,18
ORD102822,CUST1676,2025-10-24,GolfCourse Rd,36,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,1546.83,Delivered,10,19
ORD102823,CUST801,2025-11-02,GCR,Delayed,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",622.47,Cancelled,10,19
ORD102824,CUST573,2025-12-13,Sohna-Rd,24,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",2137.14,Delivered,4,20
ORD102825,CUST1985,2025-11-30,Golf Course Road,26,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,1547.27,Refunded,7,19
ORD102826,CUST1396,2025-10-18,Sector 45,18,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,134.13,Refunded,2,16
ORD102827,CUST168,2025-11-22,Cyber Hub,38,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",2239.87,Delivered,9,20
ORD102828,CUST1253,2025-12-06,SohnaRoad,12 mins,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",2047.38,Returned,4,8
ORD102829,CUST457,2025-10-21,Cyberhub,20,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,1415.14,Delivered,10,10
ORD102830,CUST113,2025-12-05,Cyber Hub,27,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,2460.01,Cancelled,8,19
ORD102831,CUST1396,2025-11-30,GolfCourse Rd,20,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,1590.64,Delivered,9,11
ORD102832,CUST71,16/12/2025,Golf Course Rd,16,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",2431.04,Returned,2,14
ORD102833,CUST1161,2025-12-04,Cyb Hub,34,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",881.34,Refunded,4,17
ORD102834,CUST1343,2025-12-14,Cyb Hub,26,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,2474.99,Returned,7,19
ORD102835,CUST845,2025-12-21,G.C. Road,27,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,1538.03,Cancelled,8,19
ORD102836,CUST1639,2026-01-06,GGN Sec 45,Delayed,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",1250.96,Refunded,2,5
ORD102837,CUST103,2025-10-17,Cyb Hub,Delayed,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",1164.85,Returned,9,9
ORD102838,CUST663,2025-11-11,Shna Rd,36,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,1593.6,Returned,9,15
ORD102839,CUST379,2025-12-22,DLF Phase 3,14 mins,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",2403.6,Returned,9,5
ORD102840,CUST718,2026-01-08,Cyb Hub,13 mins,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,329.9,Returned,4,9
ORD102841,,2026-01-13,Sec-45,31,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",1641.27,Cancelled,2,20
ORD102842,CUST780,2025-11-11,Sohna Road,34,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,1545.27,Refunded,10,16
ORD102843,CUST976,06/01/2026,Cyberhub,38,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,1734.65,Returned,9,19
ORD102844,CUST944,2025-12-30,GCR,20,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,999.59,Refunded,7,13
ORD102845,CUST678,2025-11-02,Sohna Road,24 mins,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",1222.81,Returned,6,18
ORD102846,CUST1051,2025-11-14,GolfCourse Rd,37,Positive,0.3,Good quality products and very reliable service for daily needs.,113.49,Returned,10,20
ORD102847,CUST1148,2025-11-09,Cyber Hub,25,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",2407.72,Delivered,9,16
ORD102848,CUST374,2025-11-06,Sohna Rd.,25,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1899.27,Cancelled,10,15
ORD102849,CUST880,2025-10-27,Cyber Hub,13,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",733.58,Delivered,4,9
ORD102850,CUST1998,2025-12-17,G.C. Road,17,Positive,0.3,Good quality products and very reliable service for daily needs.,1364.6,Cancelled,4,13
ORD102851,CUST1338,2025-11-17,GGN Sec 45,26,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,272.49,Delivered,10,16
ORD102852,CUST58,2026-01-03,Sohna Road,22,Positive,0.3,Good quality products and very reliable service for daily needs.,1022.64,Cancelled,5,17
ORD102853,CUST1175,2026-01-02,Sohna Road,18,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,2269.77,Refunded,5,13
ORD102854,CUST850,2025-12-20,Cyber Hub GGN,16,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",1346.21,Refunded,6,10
ORD102855,CUST1305,2025-10-29,GCR,25,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,364.15,Returned,9,16
ORD102856,CUST1669,2025-12-15,Golf Course Road,17 mins,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",1077.92,Delivered,5,12
ORD102857,CUST1124,2025-11-06,Golf Course Road,16,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,249.07,Refunded,3,13
ORD102858,CUST346,2026-01-01,Cyberhub,23,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1824.26,Returned,9,14
ORD102859,CUST682,2025-12-17,GolfCourse Rd,17,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",2295.82,Refunded,5,12
ORD102860,CUST136,2025-12-19,GCR,19,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",149.36,Returned,7,6
ORD102861,CUST446,2025-11-04,Cyber Hub GGN,17,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,1468.13,Returned,5,12
ORD102862,CUST1113,2025-12-15,DLF Phase3,26,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,213.82,Cancelled,10,16
ORD102863,CUST1223,19/11/2025,GCR,10,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",2436.14,Cancelled,4,6
ORD102864,CUST1950,2026-01-09,Cyb Hub,25,Positive,0.3,Good quality products and very reliable service for daily needs.,816.74,Refunded,4,11
ORD102865,CUST1418,2025-12-07,Sec-45,18 mins,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",1224.04,Returned,3,6
ORD102866,CUST284,2025-12-08,DLF-3,16,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,2197.6,Delivered,7,9
ORD102867,CUST945,2025-11-29,Cyber-Hub,23,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,195.93,Delivered,4,19
ORD102868,CUST1977,2025-11-16,DLF Ph 3,22 mins,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",1174.76,Delivered,9,13
ORD102869,CUST329,2025-12-18,DLF Phase 3,20 mins,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",1523.4,Cancelled,4,5
ORD102870,CUST791,2026-01-05,Sohna Road,42,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,372.66,Cancelled,10,19
ORD102871,CUST951,2026-01-10,Shna Rd,25,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",301.89,Cancelled,7,18
ORD102872,CUST739,2025-11-08,S. 45,25,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",1042.39,Cancelled,5,20
ORD102873,CUST1450,2025-11-12,GGN Sec 45,33,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",,Cancelled,3,16
ORD102874,CUST1863,2025-12-07,Phase 3 DLF,21,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",459.38,Returned,9,12
ORD102875,CUST957,2025-12-19,Sohna-Rd,23 mins,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",643.15,Returned,8,15
ORD102876,CUST1726,2025-11-13,Sohna Road,23,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",787.93,Refunded,6,17
ORD102877,CUST1185,2025-12-05,DLF Phase 3,Delayed,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1387.28,Refunded,10,20
ORD102878,CUST1535,2025-12-28,Sector 45,19,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",447.87,Returned,6,13
ORD102879,CUST1671,17/12/2025,DLF Ph 3,15,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1879.5,Delivered,6,9
ORD102880,CUST468,2026-01-13,G.C. Road,28,Positive,0.3,Good quality products and very reliable service for daily needs.,291.69,Refunded,10,18
ORD102881,CUST1440,2025-10-18,Sohna Road,23,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",232.34,Refunded,7,8
ORD102882,CUST42,2025-12-23,Golf Course Rd,27,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",710.47,Refunded,10,17
ORD102883,CUST490,2025-12-31,S. 45,27,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,607.21,Delivered,8,19
ORD102884,CUST781,2026-01-01,Golf Course Rd,17 mins,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,1106.31,Returned,3,14
ORD102885,CUST969,2025-12-18,Phase 3 DLF,13,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",869.1,Returned,6,7
ORD102886,CUST1996,2025-12-08,GGN Sec 45,30,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",,Refunded,5,11
ORD102887,CUST865,2025-12-10,Cyber-Hub,15,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,1892.52,Refunded,3,12
ORD102888,CUST304,2025-10-20,Shna Rd,23,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,2350.55,Delivered,3,20
ORD102889,CUST895,2025-11-15,Cyber Hub,15,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,,Cancelled,3,12
ORD102890,CUST526,2025-12-20,DLF Phase3,30,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",2309.6,Returned,4,16
ORD102891,CUST940,2026-01-02,DLF-3,20,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",141.2,Refunded,5,15
ORD102892,CUST1329,2025-12-30,DLF-3,23,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",564.7,Delivered,3,20
ORD102893,CUST1604,2025-10-19,Cyber Hub,34,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",2279.03,Cancelled,2,19
ORD102894,CUST1209,2025-10-26,Sector 45,25,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",828.92,Refunded,8,17
ORD102895,,2025-12-26,Cyber Hub,21,Positive,0.5,"Excellent service, the delivery was incredibly fast and items were fresh.",1185.42,Refunded,6,6
ORD102896,CUST1795,2025-11-20,Sohna Rd.,24,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",271.75,Cancelled,5,12
ORD102897,,2025-12-20,Sector 45,20,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",1757.92,Returned,5,15
ORD102898,CUST625,2025-10-21,Sector 45,22 mins,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,2157.35,Refunded,5,17
ORD102899,CUST1409,11/01/2026,Cyb Hub,23,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",654.35,Returned,7,16
ORD102900,CUST1714,20/12/2025,SohnaRoad,15,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,2275.75,Returned,10,5
ORD102901,CUST1195,2025-11-04,GGN Sec 45,31,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",2444.97,Delivered,8,10
ORD102902,CUST763,29/11/2025,S. 45,26,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,2052.18,Returned,9,17
ORD102903,CUST1555,2025-11-19,Cyber Hub,26,Positive,0.3,Good quality products and very reliable service for daily needs.,224.03,Cancelled,6,20
ORD102904,CUST776,2025-10-18,DLF Phase 3,11,Positive,0.5,"Excellent service, the delivery was incredibly fast and items were fresh.",1424.4,Delivered,5,6
ORD102905,CUST1747,2026-01-07,Cyber-Hub,Delayed,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,656.53,Delivered,5,12
ORD102906,CUST1693,2025-12-30,Sec-45,17,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",1867.11,Delivered,2,15
ORD102907,CUST830,2025-12-16,Cyber Hub GGN,36,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1189.14,Cancelled,3,19
ORD102908,CUST1111,2025-12-11,Cyber-Hub,11,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,1484.06,Refunded,4,7
ORD102909,CUST1368,2025-12-18,Cyber Hub GGN,27,Positive,0.3,Good quality products and very reliable service for daily needs.,2129.64,Returned,2,16
ORD102910,CUST36,29/11/2025,Sector 45,16,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",545.57,Cancelled,9,7
ORD102911,CUST185,2025-11-06,DLF Phase3,13,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",1800.72,Refunded,2,11
ORD102912,CUST741,2026-01-10,Phase 3 DLF,35,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",1106.01,Returned,9,19
ORD102913,CUST1353,2025-12-09,GolfCourse Rd,18,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",1288.95,Returned,4,14
ORD102914,CUST231,2026-01-07,Golf Course Rd,15,Positive,0.5,"Excellent service, the delivery was incredibly fast and items were fresh.",1291.06,Returned,7,8
ORD102915,CUST1354,2025-11-08,Cyber Hub,25,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",429.5,Returned,9,16
ORD102916,CUST496,2025-11-15,Cyberhub,19,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,705.4,Cancelled,2,5
ORD102917,,2025-12-23,Sohna-Rd,23,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",1743.29,Delivered,9,14
ORD102918,CUST1738,2025-11-13,Golf Course Road,23,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",1950.64,Refunded,6,17
ORD102919,CUST1841,2025-12-26,Cyber-Hub,12 mins,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",785.36,Returned,7,5
ORD102920,CUST1654,2025-12-31,Sec-45,20,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",191.33,Returned,8,12
ORD102921,CUST237,2025-12-13,Phase 3 DLF,26,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,1421.48,Delivered,9,9
ORD102922,CUST1771,2025-11-08,DLF Phase 3,26,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,1328.67,Refunded,5,16
ORD102923,CUST1089,2025-10-26,Phase 3 DLF,21,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,355.11,Returned,9,5
ORD102924,CUST225,20/12/2025,Shna Rd,18,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,1805.38,Delivered,10,8
ORD102925,CUST65,2025-10-22,Shna Rd,31,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,2410.51,Refunded,10,9
ORD102926,CUST1209,2025-10-22,Golf Course Rd,8 mins,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,321.07,Returned,3,5
ORD102927,CUST1228,2026-01-07,Sec-45,15,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",735.56,Returned,8,7
ORD102928,CUST95,2025-12-21,DLF Ph 3,24,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1823.87,Cancelled,7,17
ORD102929,CUST822,2025-11-23,Sec-45,18,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",2401.35,Refunded,8,10
ORD102930,CUST970,07/01/2026,Cyber Hub,29,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",2487.21,Delivered,3,12
ORD102931,CUST94,2025-12-08,SohnaRoad,24,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",1441.94,Delivered,6,18
ORD102932,,05/12/2025,DLF Phase 3,21,Positive,0.3,Good quality products and very reliable service for daily needs.,2358.12,Returned,9,12
ORD102933,,2026-01-13,Sec-45,20,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,1345.35,Cancelled,10,10
ORD102934,CUST1303,2025-12-24,S. 45,16,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",2240.51,Delivered,9,7
ORD102935,CUST1382,2025-12-26,Cyber Hub,26,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,460.36,Refunded,8,18
ORD102936,CUST688,2025-12-28,GCR,29,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",1159.25,Cancelled,3,17
ORD102937,CUST1450,2025-12-12,Cyber Hub,19,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",1874.9,Delivered,8,6
ORD102938,CUST119,2026-01-12,Sector 45,Delayed,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,2078.14,Cancelled,5,7
ORD102939,,2025-12-20,Sohna-Rd,10,Positive,0.6,Very impressed with the packaging and the delivery partner was very polite.,1380.79,Returned,4,6
ORD102940,CUST783,2025-12-14,Golf Course Rd,24,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,181.12,Cancelled,5,8
ORD102941,CUST1951,2025-12-15,DLF-3,20,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",2251.46,Cancelled,6,14
ORD102942,CUST1559,2025-10-29,Sector45,16,Positive,0.3,Good quality products and very reliable service for daily needs.,1401.11,Delivered,5,11
ORD102943,CUST83,2025-11-01,GGN Sec 45,18,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",468.37,Cancelled,8,10
ORD102944,CUST380,2025-12-22,Sector 45,20,Positive,0.175,Average experience. Delivery was on time but packaging could be better.,1977.16,Delivered,6,14
ORD102945,CUST1594,14/01/2026,Sohna Rd.,23,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",2466.61,Returned,6,17
ORD102946,CUST761,2025-11-17,S. 45,25,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,934.05,Delivered,9,16
ORD102947,CUST1635,2026-01-09,DLF Phase3,25,Neutral,-0.1,Missing items in my order and the support team is not responding properly.,1760.17,Cancelled,10,15
ORD102948,CUST793,2025-11-25,Cyberhub,18,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",1430.12,Returned,5,13
ORD102949,CUST433,07/11/2025,Cyber-Hub,12,Negative,-0.51,"Received wrong items, very frustrating experience with the return process.",150.45,Delivered,2,10
ORD102950,CUST1601,2025-11-19,Sector 45,23 mins,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",192.71,Delivered,10,13
ORD102951,CUST313,2026-01-11,Shna Rd,15,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",1161.61,Delivered,7,8
ORD102952,CUST1732,2025-12-05,Sohna Rd.,20,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1076.86,Returned,8,12
ORD102953,CUST966,2025-11-17,DLF-3,27,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",1061.95,Cancelled,9,18
ORD102954,CUST232,2025-11-14,Sector 45,25,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,2412.08,Cancelled,5,20
ORD102955,CUST78,2025-11-14,SohnaRoad,18,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",960.16,Returned,3,15
ORD102956,CUST1415,2025-11-03,SohnaRoad,29,Positive,0.425,Items were fine but the delivery partner couldn't find my location easily.,314.05,Refunded,6,13
ORD102957,CUST752,2025-12-30,Sohna-Rd,24,Positive,0.178571429,"Standard experience, nothing special but got what I ordered.",410.72,Returned,2,11
ORD102958,CUST1745,2025-11-07,Sohna Road,16,Positive,0.475,"The app is good but the delivery took exactly 15 minutes, not 10.",156.46,Cancelled,2,14
ORD102959,CUST1441,2026-01-13,DLF Ph 3,16,Negative,-0.91,"Very bad experience, the milk was leaking and delivery was delayed by 20 minutes.",2088.67,Returned,9,7
ORD102960,CUST10,2025-11-21,Golf Course Road,16,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",2115.37,Refunded,6,10
ORD102961,CUST1098,2025-10-23,Sohna Road,14,Positive,0.461111111,"Super fast delivery! Got my groceries in 8 minutes, great job Team.",165.85,Delivered,4,10
ORD102962,CUST814,2025-11-21,GCR,12,Positive,0.255555556,"Decent service, but some items were near expiry. Okay for emergency.",253.63,Refunded,4,8
ORD102963,CUST1012,2025-12-22,Sohna-Rd,18,Positive,0.3,Good quality products and very reliable service for daily needs.,1222.02,Returned,6,12
ORD102964,CUST1403,2025-11-09,Sohna Rd.,17,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",2028.19,Delivered,4,13
ORD102965,CUST501,2025-11-10,DLF Phase3,13,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,122.48,Refunded,3,10
ORD102966,CUST496,04/12/2025,GolfCourse Rd,20,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",2191.06,Returned,3,17
ORD102967,CUST237,2025-11-17,Cyber Hub,21,Negative,-0.266666667,"Poor quality of vegetables, they looked stale and old. Not recommended.",522.28,Returned,4,17
ORD102968,CUST1142,2025-11-06,DLF Phase 3,16,Negative,-0.225,Late delivery again. Sector 45 dark store always has issues with speed.,136.3,Returned,3,13
ORD102969,CUST1643,2025-12-30,Sector 45,17,Positive,0.8,"Amazing experience, everything was perfectly packed and delivered on time.",1647.77,Delivered,4,13
